Trial,Location,Year,Date,Plot No,Date_of_Germination,Date_of_Anthesis ,Date_of_Silking ,Plant_Height ,Cob_Height ,No_of_Plants,No_of_Cobs,Field_weight,Grain_weight,Grain_wt_100,Moisture_NARC,Canopy_Temp
Peshawar 2017 Date 1,Peshawar,2017,Date1,138,42819,42892,42894,6.5,3.6,8,10,288,169,24.8,18.2,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 1,Peshawar,2017,Date1,140,42818,42890,42892,6.2,3.3,7,5,120,64,24,19.7,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42820,42875,42877,5.3,3.6,11,11,620,448,23.2,18.4,33
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42819,42880,42883,6.5,2.9,10,9,765,66,23.4,17.3,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42818,42882,42884,5.1,2.7,6,8,720,614,28.9,18.9,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,141,42820,42891,42893,6,3.7,10,10,490,319,30.4,18.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,142,42819,42893,42894,5.6,3.4,10,8,556,420,27.8,19.2,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,143,42818,42889,42891,5,3.7,10,11,63,32,25.4,17.8,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,144,42820,42892,42894,6,3.6,10,8,332,223,23.2,16.4,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,145,42819,42875,42877,5.8,3.4,5,3,125,69,25.2,18.3,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,146,42818,42892,42894,5.1,3.4,6,3,155,109,26,18.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,147,42820,42890,42892,5.5,3.2,9,6,86,0,25.4,15.9,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,148,42820,42883,42885,5.3,3,3,3,186,120,22,18.3,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,149,42818,42892,42894,5.5,2.7,7,9,120,36,12.4,18.9,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,150,42820,42890,42892,5.5,3.3,5,4,190,122,23.4,18.7,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,151,42819,42893,42894,5.3,3,2,2,230,156,23.4,16.2,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,152,42819,42883,42885,5.6,3.3,5,4,160,119,31.2,19.1,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,153,42819,42889,42891,6.6,4.3,2,2,130,80,22.2,18.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,154,42818,42892,42894,5,3.8,10,3,75,39,26.8,20,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,155,42819,42891,42893,5.9,3.5,11,9,615,428,20.6,18.7,33.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,156,42818,42883,42885,6,3.7,9,6,337,193,24.8,21.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,157,42820,42893,42894,5.9,3,6,6,350,220,25.4,18.7,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,158,42819,42889,42891,5.4,2.9,10,10,550,371,32.8,16.7,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,159,42819,42876,42878,4.8,2.9,9,10,578,367,21.8,18.3,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,160,42818,42892,42894,5,2.9,11,7,505,372,29.3,15.9,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42820,42877,42880,5.6,2.9,14,13,756,562,23,18.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42819,42882,42884,6.5,3.5,14,18,1800,1300,32.8,18.9,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42818,42882,42884,5.1,2.9,3,5,55,22,27,18.9,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,161,42820,42890,42892,5,2.7,5,3,100,64.6,24.4,18.4,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,162,42818,42893,42894,4.6,2.5,11,8,168,98,17.3,17.3,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,163,42820,42883,42885,6.5,3.2,5,4,162,94,26.8,17.8,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,164,42819,42893,42894,4.4,2.8,3,1,3,0,NA,NA,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,165,42820,42875,42877,5.5,2.2,15,13,1001,773,23.2,18.3,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,166,42819,42890,42892,5.5,3.2,10,9,685,520,12.4,18.6,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,167,42818,42891,42893,5.9,3.6,13,12,667,546,22,19.3,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,168,42820,42893,42894,5.4,2.8,12,10,698,509,22.4,16.8,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,169,42819,42889,42891,4.5,2.9,15,10,822,528,24.4,21,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,150,42818,42892,42894,4.6,2.8,9,9,1001,774,28.6,18,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,151,42820,42883,42885,5,2.9,7,6,677,558,25.8,18,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,152,42819,42883,42885,4.9,3,11,12,772,564,26.4,15.9,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,153,42818,42881,42884,6,3,11,10,790,570,31,18,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,154,42820,42884,42885,5.5,2.9,6,6,368,288,27,19.3,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,155,42818,42888,42891,4.8,3.1,13,12,737.5,498,22,20,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,156,42820,42888,42890,4.2,3.5,7,6,320,222,25,16.7,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,157,42819,42892,42894,4.7,3.1,6,6,209,121.8,20.4,18,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,158,42819,42901,42906,5.4,2.9,8,5,353,258,23.6,17.3,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,159,42818,42886,42888,3.6,2.5,14,10,419,400,22.8,15.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,180,42819,42889,42891,4.7,3.5,5,4,120,62,27.2,18,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42818,42873,42875,5.7,2.7,12,8,511,455,23.2,20,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42818,42879,42882,6.4,3.5,12,10,1200,1000,27.4,21.3,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42820,42878,42880,5.3,3.2,7,6,114,61,26.6,17,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,181,42818,42884,42886,5.5,3.3,14,13,620,352,25,18.3,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,182,42818,42890,42892,6,3.3,12,9,264,50,30.6,19.6,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,183,42819,42894,42896,5.1,3.9,11,7,448,288,25.8,18.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,184,42820,42889,42892,4.7,2.6,10,7,420,322,24.6,17.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,185,42819,42884,42886,5.5,2.5,11,11,510,365,23.4,17.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,186,42819,42894,42896,5.3,3.4,12,11,43,681,19.8,18.2,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,187,42818,42883,42885,5.8,4.2,3,3,360,268,28,20.1,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,188,42818,42879,42880,6,3.4,11,9,662,463,24.2,17.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,189,42818,42880,42882,5,3.2,5,6,527,400,29.6,18.3,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,190,42818,42883,42885,6.5,2.9,7,8,548,427,28.8,18.2,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,191,42820,42882,42885,5,2.7,10,12,887,674,22.8,19.1,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,192,42819,42876,42878,6.5,2.2,7,6,599,492,26.6,16.9,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,193,42820,42879,42882,5.1,2.4,7,6,521,290,26.6,20,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,194,42820,42881,42883,5.4,2.8,6,2,112,71,33.4,18.3,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,195,42819,42891,42893,4,3.3,5,4,312,260,13,16.6,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,196,42819,42895,42897,5.1,3.2,8,6,457,618,24.6,18.3,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,197,42820,42890,42893,5.9,3,10,8,716,476,23.2,17.8,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,198,42819,42889,42891,5.4,2.5,9,16,763,584,19.2,18.1,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,199,42819,42893,42895,6.1,3.6,7,11,277,283,19.2,18.9,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,200,42819,42891,42893,3.5,2.5,3,3,213,154,24.6,16.7,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42819,42874,42876,5.4,3,10,7,327,284,23,17.8,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42819,42881,42884,6.5,3,12,11,1360,1200,30.4,20,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42820,42880,42883,5.1,3,9,12,152,52,29.6,22,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,201,42819,42882,42885,4.7,2.8,8,6,408,280,22.4,21.3,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,202,42819,42882,42884,5.7,2.3,10,10,436,210,24,18.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,203,42820,42890,42892,5.3,2.7,7,7,422,330,22.8,16.5,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,204,42819,42893,42896,3.7,2.4,8,7,326,243,18.8,18.6,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,205,42818,42892,42895,5.2,2.5,4,7,231,160,22.8,17.8,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,206,42818,42890,42892,4.5,2.4,6,0,0,0,NA,NA,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,207,42818,42894,42896,4.2,3.4,6,9,335,281,18.6,16.9,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,208,42820,42882,42884,5,3.3,7,3,120,83,24.6,18.2,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,209,42819,42890,42892,5.7,3.3,6,4,109,215,22.8,16.9,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,210,42818,42893,42894,6.3,3.2,7,8,440,334,22.2,16,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,211,42820,42883,42885,4.5,2.2,4,4,233,194,23.4,18.6,29.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,212,42819,42893,42894,4.8,3,3,1,10,14.6,22.4,16,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,213,42819,42875,42877,5.5,2.8,6,6,310,244,27.4,17.3,29.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,214,42820,42893,42894,5.2,3.4,11,9,248,198,19.4,18.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,215,42818,42882,42884,5.8,2.5,11,9,616,448,22.4,17.3,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,216,42820,42894,42896,3.5,2.9,7,6,197,168,20.4,18.6,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 1,Peshawar,2017,Date1,218,42818,42893,42894,3,1.4,3,5,240,196,19.4,17.3,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,219,42820,42890,42892,3.7,3.2,9,5,103,83,14.8,20,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,220,42819,42894,42896,6.2,3.3,12,8,783,589,26,20.2,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42818,42870,42884,5,3,12,11,1000,800,26.8,18.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42820,42880,42884,5.7,3.4,3,10,1400,1150,28,17.8,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42819,42879,42882,5.3,2.3,10,3,80,48,27.3,19,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,221,42820,42892,42894,6.5,2.5,3,9,600,50,24.8,18.6,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,222,42818,42893,42894,6.5,3.7,2,3,302,235,20.4,17.3,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,223,42819,42886,42888,5.8,4.4,7,6,265,155,22.2,19.5,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,224,42818,42882,42884,5,3.5,11,7,377,256,25.4,18.6,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,225,42818,42873,42875,6,3.6,3,10,372,234,20,17.8,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,226,42820,42892,42894,5,3.8,4,3,167,122,28.4,16.9,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,227,42818,42901,42906,5.3,3.9,3,4,142,93,28.8,18.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,228,42818,42892,42894,7,3.8,3,1,80,55,24.8,17,32.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,229,42819,42889,42891,5.3,3.1,7,9,572,422,24.4,18.6,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,230,42820,42873,42875,6.5,3.4,5,4,408,306,29.6,20,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,231,42820,42901,42906,6.3,2.7,3,3,164,106,28.4,19.1,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,232,42818,42901,42906,5.8,2.8,5,4,136,102,20,17.3,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,233,42820,42886,42888,8,3.7,6,5,118,104,23,18.5,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,234,42819,42889,42891,6.8,3.6,6,6,277,224,28,19.5,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,235,42819,42890,42892,6.5,3.4,11,9,426,266,28,17,29.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,236,42820,42893,42894,6,3.4,11,5,202,140,30.2,18,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,237,42818,42889,42891,6.3,3.3,6,7,155,110,22,19.2,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,238,42818,42876,42879,6.3,3.4,4,3,130,85,22.5,17.8,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,239,42818,42893,42894,7.5,3.6,10,8,330,215,29.7,16.8,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,240,42819,42893,42894,7.3,3.9,5,3,121,76,30.4,17.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42818,42877,42880,6.5,3.2,12,11,1001,723,27,18.2,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42820,42882,42884,6,3.5,14,12,1250,100,28.3,19.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42819,42882,42884,5.5,2.9,12,11,159,74,26.9,18.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,241,42818,42883,42885,6,3.4,6,6,307,216,31.2,17.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,242,42820,42890,42892,5.7,3.4,10,8,298,183,29.2,18.2,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,243,42818,42886,42888,7.5,3.3,4,4,136,78,26.8,17.3,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,244,42820,42893,42894,8,3.1,8,8,819,666,33.6,19,32.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,245,42819,42873,42875,6.8,3.1,11,12,415,203,28.4,18.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,246,42818,42892,42894,6,2.8,3,2,138,115,22.2,16.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,247,42818,42876,42879,6.2,3.8,6,6,183,95,27.6,18.9,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,248,42820,42890,42892,6,3.5,4,3,58,24,34,18.5,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,249,42818,42882,42884,5.8,3.5,4,3,86,57,26,18.2,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,250,42818,42892,42894,5.8,2.9,5,5,85,46,28.2,19.1,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,251,42820,42877,42880,7.5,3.6,7,6,165,84,20.4,17.8,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,252,42820,42873,42875,8.1,3.7,6,5,51,22,22.8,18.6,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,253,42819,42893,42894,7.3,3.3,4,4,96,32,19.8,17.3,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,254,42820,42892,42894,8.3,2.9,7,10,200,118,25.2,18,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,255,42819,42901,42906,7.5,3.4,3,2,244,202,25.2,18.1,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,256,42818,42873,42875,7.7,4,4,2,151,125,22.2,19.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,257,42820,42892,42894,7.2,3.6,9,6,277,182,23.8,17,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,258,42820,42901,42906,7,3.9,10,9,507,381,25.2,18.6,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,259,42818,42886,42888,7,3.9,9,10,636,503,23,16.9,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,260,42820,42889,42891,7.3,3.6,8,5,227,86,22.6,18,28
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42819,42876,42879,6.2,3,6,12,1131,824,27,18.6,28.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42820,42883,42885,5.7,3.5,11,8,1100,1040,28.2,17.6,29.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42819,42881,42883,5.5,2.8,12,13,314,153,23.2,19.6,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,261,42819,42889,42891,6.5,3.4,14,12,288,154,23.2,16.9,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,262,42818,42893,42895,5.2,3.2,9,3,93,73,24.2,17.6,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,263,42818,42891,42893,6,4.5,12,8,612,775,25.2,18.1,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,264,42818,42874,42876,6.3,3.5,6,9,319,213,27.4,19,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,265,42820,42888,42891,6.3,3.4,3,2,242,194,31.4,18,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,266,42819,42888,42890,7,3.7,8,5,120,60,24,19.2,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,267,42818,42892,42894,6,3.5,11,8,411,309,23.2,20.1,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,268,42820,42901,42906,6.2,3.5,8,9,718,609,26.2,18.4,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,269,42819,42886,42888,5.5,3.6,13,15,1150,948,29.4,20.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,270,42820,42889,42891,7.8,3.8,6,7,336,249,26.8,19.3,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,271,42818,42901,42906,5.5,3.5,11,10,730,506,25,18.9,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,272,42820,42882,42884,4.7,2.4,4,4,193,153,21.4,17.9,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,273,42819,42878,42881,6,2.8,7,6,783,363,19.3,19,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,274,42818,42892,42894,6.5,3.4,4,6,398,304,25,16.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,275,42820,42876,42879,6.7,3.6,7,10,415,147,25.4,19,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,276,42818,42890,42892,4.3,2.3,3,2,1500,524,22.1,19.3,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,277,42818,42880,42882,6.5,3.2,3,2,120,85,26.4,15.8,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,278,42818,39226,42881,7.1,3.7,5,5,265,180,22.6,16.4,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,279,42818,42879,42882,8,3.3,6,4,15,2,NA,NA,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,280,42818,42889,42891,7,3.4,3,3,155,80,23.2,16.7,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42820,42874,42877,6,3.4,11,10,550,280,26.2,16.8,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42819,42881,42885,6,3.3,11,9,1240,100,31.8,18.2,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42818,42879,42882,5.5,2.6,8,9,155,82,26.8,17.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,281,42819,42879,42882,5.7,2.7,5,7,352,260,23.8,20,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,282,42820,42901,42906,8,3.2,6,5,673,60,28,19.5,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,283,42819,42886,42888,6.3,3.1,7,6,500,561,22,18,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,284,42818,42901,42906,7.3,3.4,11,10,546,332,30,15.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,285,42818,42901,42906,5.8,3.7,12,4,231,148,21,17.8,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 1,Peshawar,2017,Date1,287,42820,42886,42888,5,2.5,10,11,860,722,23.8,18,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,288,42819,24-Ma-15,42881,6.2,2.7,9,5,440,403,29.8,19.1,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,289,42818,42892,42894,5.8,2.3,7,7,514,393,24.4,18,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,290,42820,42884,42886,6.5,2.9,10,7,740,566,23,15.9,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,291,42818,42901,42906,5.7,3.4,7,8,722,548,21.6,20.1,32.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,292,42819,42875,42877,6.3,3.5,11,11,445,264,22.4,22.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,293,42819,42878,42881,5,3.2,6,6,285,163,22.8,16.5,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,294,42818,42889,42891,4.9,2.8,4,4,213,118,24,15.9,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,295,42820,42882,42884,6.2,3.2,3,3,123,85.6,24.6,16.8,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,296,42818,42887,42888,4.2,3.3,7,6,107,231,21.4,19.5,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,297,42818,42901,42906,6.5,1.6,4,7,555,432,24.8,20,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,298,42819,42889,42892,5.8,3.7,8,10,392,257,23.8,21.5,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,299,42818,42890,42892,6.3,3.2,7,8,518,404,24,18,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,300,42820,42890,42892,5.8,3,3,2,226,181,24.4,19.6,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42818,42870,42875,6.5,3.1,11,10,545,280,25.2,17.3,29.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42820,42881,42885,6.5,3.3,13,14,1210,873,32.2,18.5,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42819,42878,42881,5.2,2.9,11,14,163,45,25.2,18.6,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,301,42818,42892,42894,6.5,2.1,3,4,233,163,28.4,18,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,302,42820,42876,42879,6.8,2.8,5,5,267,200,25.4,17.3,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,303,42820,42890,42892,6.4,2.6,7,8,746,460,33.2,18.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,304,42818,42889,42891,6.3,2.9,5,6,350,280,24.8,17.8,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,305,42818,42892,42894,5.7,2.8,6,5,333,242,26.8,18.6,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,306,42820,42891,42893,5.8,2.6,3,3,205,103,28.4,19.1,31.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,307,42819,42883,42885,5.8,2.4,8,10,655,494,26.4,17,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,308,42819,42893,42894,7.6,3.4,7,11,315,234,25.2,19.2,30
Peshawar 2017 Date 1,Peshawar,2017,Date1,309,42818,42893,42894,6.7,2.8,8,4,238,169,30.8,16,29.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,310,42820,42875,42877,7,2.7,15,11,340,209,30.2,19,31
Peshawar 2017 Date 1,Peshawar,2017,Date1,311,42818,42893,42894,7.6,3.3,6,4,32,15,19.2,20.1,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,312,42819,42882,42884,6.8,2.9,7,5,353,285,24.6,18,29
Peshawar 2017 Date 1,Peshawar,2017,Date1,313,42820,42877,42880,6.3,3.1,4,6,196,148,23,18,28.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,314,42818,42892,42894,7,2.6,9,11,582,418,24.4,16.4,32.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,315,42820,42891,42894,5.7,2.7,3,2,58,24,17.8,18.2,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,316,42818,42890,42892,7,3.2,4,3,219,143,25.4,19.1,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,315,42819,42875,42877,6,3.2,5,7,190,81,18.4,16.7,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 1,Peshawar,2017,Date1,319,42818,42880,42885,6.4,2.7,3,3,85,56,20.9,19.6,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,320,42818,42892,42894,5.3,3,4,4,219,150,17.8,15.9,32
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH1,42820,42871,42874,6.5,3.2,12,13,1100,722,27,18.7,30.7
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH2,42818,42880,42885,6,3.4,14,15,1500,1430,34,16,30.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,CH3,42820,42877,42880,5,2.5,11,10,262,122,27.6,19.2,31.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,321,42819,42892,42894,6.1,2.8,4,10,794,562,25,18.7,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,322,42819,42891,42894,5.1,2.1,7,6,303,248,22.8,17.3,32.3
Peshawar 2017 Date 1,Peshawar,2017,Date1,323,42818,42875,42877,4.5,2.1,4,7,155,138,20.3,18.2,33.3
